,onset,offset,filename
31,355.5265845514111,366.29492029989905,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
32,371.37993872857845,374.0121967930946,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
33,384.3169071320563,386.1265845514111,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
34,386.86690713205627,388.42981035786266,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
35,393.1185200352821,395.17497164818525,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
36,410.2281974546369,413.6007780997982,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
37,416.5246747416832,418.3343521610381,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
38,422.402391003024,424.29432648689493,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
39,433.3501842867941,436.14695848034256,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
40,441.32921654485864,442.9743778351812,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
41,445.6963646673385,455.1560420866933,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
42,455.9786227318546,458.36410660282235,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
43,469.2820170740925,478.33040417086676,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
44,486.825396925403,490.52700982862876,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
45,495.04373267389093,498.33405525453605,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
46,503.7032415574594,512.0113060735885,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
47,540.0015404485885,543.7031533518143,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
48,571.4240407636087,573.9740407636086,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
49,589.2665700604837,591.4052797379029,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
50,611.2840753370715,615.8905269499747,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
51,698.896384749874,702.2689653950351,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
52,735.8227850144908,741.1695592080392,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
53,814.6185200352821,817.0040039062499,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
54,831.0402099609373,834.8240809286793,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
55,837.4563389931955,840.4998873802922,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
56,890.8194107547881,893.5339268838204,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
57,933.0696509576612,934.7601586126511,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
58,942.4475522933467,945.7602869833668,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
59,964.3880032447075,966.2051915322579,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
60,1057.3097333354333,1062.3274752709171,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
61,1074.5614746093747,1077.5227649319554,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
62,1078.4126622353829,1081.620726751512,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
63,1095.5223396547376,1100.4578235257054,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
64,1103.5612178679432,1106.2757339969755,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
65,1114.232273815524,1116.5354996219755,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
66,1316.2603070659022,1321.0013719128024,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
67,1324.8675009450603,1328.8981461063509,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
68,1331.702391003024,1337.7072297127015,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
69,1345.6189653950353,1349.1560621692288,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
70,1359.0943264868952,1366.9911006804434,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
71,1442.9003528225805,1446.1084173387096,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
72,1651.6862619707658,1663.501500283518,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
73,1669.8353712512599,1675.2644035093244,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
74,1692.3890223349292,1695.7611611643142,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
75,1737.2940130418344,1739.171408770161,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
76,1741.8560420866934,1744.7350743447578,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
77,1771.1473837575602,1774.2731902091732,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
78,1800.5676228184855,1802.7885905604207,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
79,1813.2353647539692,1814.9179096837197,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
80,1813.4377465032762,1815.0006497290826,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
81,1821.8280690839213,1823.9144235918598,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
82,1824.1611977854081,1825.8063590757308,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
83,1833.3666303080897,1835.2585657919606,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
84,1837.5243979177167,1839.087301143523,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
85,1839.7453656596522,1841.6373011435232,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
86,1844.6060621692288,1848.1431589434223,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
87,1851.0969785628781,1853.9760108209425,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
88,1861.0502043693295,1863.6002043693297,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
89,1864.505043079007,1867.5411006804434,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
90,1874.2638297788558,1877.0606039724041,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
91,1880.4930104901714,1882.878494361139,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
92,1887.2307010773688,1892.6148689516128,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
93,1893.6243979177166,1895.845365659652,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
94,1899.5993136498234,1901.9847975207913,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
95,1927.7988682900705,1929.93757796749,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
96,1937.1762876449093,1938.6494621030745,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
97,1944.6169071320564,1946.5537069997479,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
98,1949.320578298261,1954.0092879756803,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
99,1970.5132560483871,1971.747127016129,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
100,1970.2664818548387,1981.1170756678425,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
101,1985.147720829133,1987.697720829133,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
102,1990.561771515877,1996.1553199029736,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
103,1998.7576549899193,2002.6237840221772,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
104,2025.484055254536,2027.869539125504,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
105,2114.9584173387093,2120.305191532258,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
106,2122.4214489352316,2123.902094096522,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
107,2127.1550229964714,2128.3888939642134,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
108,2151.4211520287295,2155.7808294480847,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
109,2143.6066358996973,2147.9663133190525,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
110,2171.581848538306,2175.365719506048,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
111,2180.375990738407,2182.843732673891,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
112,2189.4318485383064,2191.241525957661,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
113,2191.735074344758,2193.709267893145,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
114,2202.7950486706145,2205.427306735131,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
115,2206.3321454448082,2211.5144035093244,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
116,2225.7599900768646,2227.5696674962196,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
117,2247.8500559160784,2252.8677978515625,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
118,2271.158970986643,2276.1767129221266,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
119,2284.282867628528,2286.6683514994957,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
120,2286.915125693044,2288.807061176915,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
121,2313.589150705645,2318.689150705645,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
122,2320.4090993573586,2323.3703896799393,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
123,2382.86498078377,2388.3762711063505,/Users/saroltagabulya/git/Orca/wav_files/2020-12-15--23-21-29--00-40-00--A.wav
